loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
rbp_80,10.0,0,0,0,2.0,32,0.6319,0.8255,0.81,0.6351,0.5748,0.4771,0.3517
rbp_90,10.0,0,0,0,2.0,32,0.6319,0.8255,0.81,0.6351,0.5748,0.4771,0.3517
rbp_95,10.0,0,0,0,2.0,32,0.6319,0.8255,0.81,0.6351,0.5748,0.4771,0.3517
rr,0.001,0,0,0,2.0,32,0.3314,0.677,0.5481,0.4015,0.3304,0.3114,0.2604
rr,3.0,0,0,0,2.0,32,0.5958,0.7699,0.8504,0.4912,0.4923,0.3855,0.2872
rr,10.0,0,0,0,2.0,32,0.6062,0.7741,0.8567,0.4968,0.4999,0.3896,0.2886
dcg,0.001,0,0,0,5.0,32,0.1659,0.5437,0.3618,0.21899999999999997,0.1661,0.1651,0.155
ndcg_5,0.001,0,0,0,5.0,32,0.1662,0.5435,0.3615,0.2189,0.1661,0.165,0.1549
dcg,0.01,0,0,0,5.0,32,0.2314,0.5737,0.4701,0.2448,0.212,0.1918,0.1684
ndcg_5,0.01,0,0,0,5.0,32,0.2314,0.5737,0.4701,0.2448,0.212,0.1918,0.1684
ndcg_5,0.1,0,0,0,5.0,32,0.8093,0.8894,0.932,0.7306,0.6968,0.5398,0.3751
ndcg_5,1.0,0,0,0,5.0,32,0.8653,0.9177,0.9599,0.79,0.7426,0.5715,0.3927
dcg,3.0,0,0,0,5.0,32,0.8642,0.9182,0.9592,0.792,0.7435,0.5729,0.3937
ndcg_5,3.0,0,0,0,5.0,32,0.8656,0.9165,0.9602,0.7861,0.7412,0.5692,0.3908
dcg,10.0,0,0,0,5.0,32,0.8651,0.9189,0.9605,0.7931,0.7444,0.5734,0.39399999999999996
ndcg_5,10.0,0,0,0,5.0,32,0.8653,0.9174,0.9611,0.7884,0.742,0.5705,0.3919
ap,0.001,0,0,0,5.0,32,0.7334,0.8453,0.8735,0.6621,0.6345,0.4992,0.3546
ap,0.01,0,0,0,5.0,32,0.7826,0.8791,0.9106,0.7177,0.6801,0.5326,0.3733
ap,3.0,0,0,0,5.0,32,0.8581,0.9142,0.9534,0.7839,0.7384,0.5692,0.3913
rbp_80,0.001,0,0,0,5.0,32,0.8545,0.9148,0.9511,0.7892,0.7404,0.5729,0.3937
rbp_90,0.001,0,0,0,5.0,32,0.8545,0.9148,0.9511,0.7892,0.7404,0.5729,0.3937
rbp_95,0.001,0,0,0,5.0,32,0.8545,0.9148,0.9511,0.7892,0.7404,0.5729,0.3937
ap,10.0,0,0,0,5.0,32,0.8356,0.8988,0.9437,0.7506,0.7157,0.5505,0.3796
rbp_80,0.01,0,0,0,5.0,32,0.8719,0.9224,0.9625,0.8009999999999999,0.7499,0.5757,0.3937
rbp_90,0.01,0,0,0,5.0,32,0.8679,0.9209999999999999,0.9585,0.8,0.7490000000000001,0.5767,0.3949
rbp_95,0.01,0,0,0,5.0,32,0.865,0.9196,0.956,0.7977,0.7473,0.5763,0.3951
rbp_80,0.1,0,0,0,5.0,32,0.8307,0.9009999999999999,0.9339,0.7588,0.7169,0.5541,0.3825
rbp_90,0.1,0,0,0,5.0,32,0.8193,0.8994,0.9167,0.7625,0.7135,0.5555,0.3847
rbp_95,0.1,0,0,0,5.0,32,0.818,0.8992,0.9159,0.762,0.7127,0.5553,0.3847
